,DayOfWeek,Sales,Customers,Open,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,StateHoliday_0,StateHoliday_a,StateHoliday_b,StateHoliday_c,StateHoliday_nan,StoreType_b,StoreType_c,StoreType_d,StoreType_nan,Assortment_b,Assortment_c,Assortment_nan,"PromoInterval_Jan,Apr,Jul,Oct","PromoInterval_Mar,Jun,Sept,Dec",PromoInterval_nan,year,month,date
501,1,7054,743,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,16
500,2,5805,644,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,17
499,3,6275,747,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,18
498,4,4950,574,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,19
497,5,4993,551,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,20
496,6,2569,314,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,21
495,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,22
494,1,3893,523,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,23
493,2,4086,503,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,24
492,3,5059,682,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,25
491,4,4350,523,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,26
490,5,4409,489,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,27
489,6,2815,328,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,28
488,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,29
487,1,9908,963,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,3,30
486,2,4862,587,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,0
485,3,7013,825,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,1
484,4,5078,581,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,2
483,5,5016,566,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,3
482,6,2655,330,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,4
481,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,5
480,1,3941,528,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,6
479,2,4475,519,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,7
478,3,5142,706,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,8
477,4,3691,471,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,9
476,5,4701,516,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,10
475,6,2574,328,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,11
474,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,12
473,1,7714,758,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,13
472,2,7701,747,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,14
471,3,7317,876,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,15
470,4,6647,737,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,16
469,5,0,0,0,1,0,570,11,8,1,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,17
468,6,4146,465,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,18
467,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,19
466,1,0,0,0,0,1,570,11,8,1,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,20
465,2,4419,573,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,21
464,3,4757,655,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,22
463,4,3675,515,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,23
462,5,3795,489,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,24
461,6,2701,335,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,25
460,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,26
459,1,6520,667,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,27
458,2,6667,707,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,28
457,3,7646,943,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,4,29
456,4,0,0,0,1,1,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,0
455,5,7176,743,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,1
454,6,2968,369,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,2
453,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,3
452,1,7242,751,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,4
451,2,5992,628,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,5
450,3,6733,780,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,6
449,4,5151,626,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,7
448,5,5979,743,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,8
447,6,2430,316,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,9
446,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,10
445,1,3860,546,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,11
444,2,3974,530,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,12
443,3,4700,664,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,13
442,4,4108,518,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,14
441,5,3779,528,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,15
440,6,2532,352,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,16
439,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,17
438,1,6996,734,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,18
437,2,5155,629,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,19
436,3,5584,753,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,20
435,4,4887,582,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,21
434,5,4802,555,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,22
433,6,2516,334,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,23
432,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,24
431,1,4173,547,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,25
430,2,4042,513,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,26
429,3,5203,652,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,27
428,4,0,0,0,0,0,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,28
427,5,5694,743,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,29
426,6,2953,485,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,5,30
425,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,0
424,1,7320,775,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,1
423,2,5619,641,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,2
422,3,7006,877,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,3
421,4,5957,657,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,4
420,5,5064,602,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,5
419,6,2893,384,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,6
418,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,7
417,1,0,0,0,0,0,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,8
416,2,4403,526,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,9
415,3,4976,670,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,10
414,4,5187,632,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,11
413,5,4568,544,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,12
412,6,2897,337,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,13
411,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,14
410,1,7394,748,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,15
409,2,5830,625,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,16
408,3,6300,775,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,17
407,4,5451,617,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,18
406,5,4572,538,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,19
405,6,2514,324,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,20
404,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,21
403,1,4066,559,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,22
402,2,3787,496,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,23
401,3,4767,613,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,24
400,4,4215,542,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,25
399,5,4646,552,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,26
398,6,2644,340,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,27
397,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,28
396,1,10682,1021,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,29
395,2,5454,646,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,0
394,3,6623,821,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,1
393,4,5824,888,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,2
392,5,5200,1133,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,3
391,6,4043,1013,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,4
390,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,5
389,1,3981,522,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,6
388,2,4009,538,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,7
387,3,4602,568,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,8
386,4,4557,507,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,9
385,5,3402,494,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,10
384,6,2806,340,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,11
383,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,12
382,1,7014,714,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,13
381,2,6361,692,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,14
380,3,7113,869,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,15
379,4,5315,600,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,16
378,5,4971,550,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,17
377,6,3009,339,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,18
376,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,19
375,1,3802,494,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,20
374,2,4509,566,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,21
373,3,5152,705,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,22
372,4,3886,510,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,23
371,5,3956,500,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,24
370,6,2243,316,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,25
369,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,26
368,1,6494,641,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,27
367,2,5274,561,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,28
366,3,6308,768,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,29
365,4,6301,703,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,7,30
364,5,5434,620,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,0
363,6,3354,451,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,1
362,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,2
361,1,6315,668,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,3
360,2,5811,621,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,4
359,3,6331,767,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,5
358,4,4809,563,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,6
357,5,4597,498,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,7
356,6,2592,344,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,8
355,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,9
354,1,4158,554,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,10
353,2,4319,535,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,11
352,3,5010,670,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,12
351,4,4606,564,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,13
350,5,4218,498,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,14
349,6,2847,336,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,15
348,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,16
347,1,6355,688,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,17
346,2,6000,647,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,18
345,3,7056,850,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,19
344,4,5626,615,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,20
343,5,5064,586,1,1,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,21
342,6,2738,341,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,22
341,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,23
340,1,3927,538,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,24
339,2,3647,462,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,25
338,3,5127,699,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,26
337,4,3717,524,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,27
336,5,4318,537,1,0,1,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,28
335,6,2976,376,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,29
334,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,8,30
333,1,8173,805,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,0
332,2,6422,645,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,1
331,3,6615,754,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,2
330,4,5401,635,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,3
329,5,4823,578,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,4
328,6,2551,329,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,5
327,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,6
326,1,4189,564,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,7
325,2,4963,589,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,8
324,3,4865,646,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,9
323,4,4123,477,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,10
322,5,3323,435,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,11
321,6,2593,318,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,12
320,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,13
319,1,6997,735,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,14
318,2,6207,663,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,15
317,3,6469,762,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,16
316,4,4994,556,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,17
315,5,4491,547,1,1,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,18
314,6,2473,306,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,19
313,7,0,0,0,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,20
312,1,4004,501,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,21
311,2,3874,510,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,22
310,3,5084,694,1,0,0,570,11,8,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,23
309,4,3911,504,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,24
308,5,3583,443,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,25
307,6,2725,354,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,26
306,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,27
305,1,7514,750,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,28
304,2,8461,839,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,9,29
303,3,5565,695,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,0
302,4,4845,630,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,1
301,5,2689,389,1,1,0,570,11,8,1,13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,2
300,6,2979,377,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,3
299,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,4
298,1,7562,748,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,5
297,2,5808,646,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,6
296,3,6252,736,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,7
295,4,5283,614,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,8
294,5,4907,529,1,1,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,9
293,6,2497,322,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,10
292,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,11
291,1,4377,569,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,12
290,2,3982,516,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,13
289,3,4732,670,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,14
288,4,4288,522,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,15
287,5,3852,501,1,0,1,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,16
286,6,2613,330,1,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,17
285,7,0,0,0,0,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,18
284,1,6631,684,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,19
283,2,5382,593,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,20
282,3,5261,600,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,21
281,4,5729,628,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,22
280,5,5096,578,1,1,0,570,11,8,1,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,10,23
